title,amount,severity,project,description
736,13,3,3, <br>Reduce this switch case number of lines from 6 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 14 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 10 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 11 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 15 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 9 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 70 to at most 5- for example by extracting code into methods.
738,165,2,3, <br>Refactor this code to not nest more than 3 if/for/while/switch/try statements.
739,3,2,3, <br>Directly append the argument of String.valueOf().
741,48,3,3, <br>Use isEmpty() to check whether the collection is empty or not.
744,1,3,3, <br>Call the static method Integer.toString(...) instead of instantiating a temporary object to perform this to string conversion.
746,20,5,3, <br>Catch Exception instead of Error.<br>Catch Exception instead of Throwable.
747,9,3,3, <br>Use super.clone() to create and seed the cloned instance to be returned.
753,25,2,3, <br>Remove this method to simply inherit it.
755,143,3,3, <br>Add a nested comment explaining why this method is empty- throw an UnsupportedOperationException or complete the implementation.
757,2,4,3, <br>Remove this call to "wait" or move it into a "while" loop.
758,40,3,3, <br>Merge this if statement with the enclosing one.
760,10,3,3, <br>Reduce the number of conditional operators (5) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (27) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (4) used in the expression (maximum allowed 3).
761,3,3,3, <br>Reduce this anonymous class number of lines from 35 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 31 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 21 to at most 20- or make it a named class.
763,8,3,3, <br>Remove this unused "serializedMode" private field.<br>Remove this unused "loop" private field.<br>Remove this unused "log" private field.<br>Remove this unused "GRAPHMAX" private field.<br>Remove this unused "CPU" private field.
764,1,5,3, <br>Synchronize on a new "Object" instead.
766,4,4,3, <br>Add a "clone()" method to this class.
767,1,4,3, <br>This branch can not be reached because the condition duplicates a previous condition in the same sequence of "if/else if" statements
769,11,3,3, <br>Make this final field static too.
771,22,3,3, <br>Remove the unused method parameter(s) "url".<br>Remove the unused method parameter(s) "remoteStart".<br>Remove the unused method parameter(s) "e".<br>Remove the unused method parameter(s) "u".<br>Remove the unused method parameter(s) "l".<br>Remove the unused method parameter(s) "host-port-localAddress-localPort-timeout".<br>Remove the unused method parameter(s) "o".<br>Remove the unused method parameter(s) "dirContext".<br>Remove the unused method parameter(s) "newValue".<br>Remove the unused method parameter(s) "asc".<br>Remove the unused method parameter(s) "host".<br>Remove the unused method parameter(s) "parameter".<br>Remove the unused method parameter(s) "name".<br>Remove the unused method parameter(s) "filename".<br>Remove the unused method parameter(s) "ctx-queueConn".<br>Remove the unused method parameter(s) "anEvent".<br>Remove the unused method parameter(s) "connfactory".<br>Remove the unused method parameter(s) "properties".
774,1,3,3, <br>The Cyclomatic Complexity of this class is 217 which is greater than 200 authorized.
781,2,3,3, <br>Remove this unused "tp" local variable.<br>Remove this unused "sub" local variable.
782,8,3,3, <br>Add a default case to this switch.
785,5,4,3, <br>Equality tests should not be made with floating point values.
787,1,2,3, <br>Remove the literal "true" boolean value.
788,32,2,3, <br>Immediately return this expression instead of assigning it to the temporary variable "msg".<br>Immediately return this expression instead of assigning it to the temporary variable "propertyValue".<br>Immediately return this expression instead of assigning it to the temporary variable "page".<br>Immediately return this expression instead of assigning it to the temporary variable "local".<br>Immediately return this expression instead of assigning it to the temporary variable "newProp".<br>Immediately return this expression instead of assigning it to the temporary variable "config".<br>Immediately return this expression instead of assigning it to the temporary variable "name".<br>Immediately return this expression instead of assigning it to the temporary variable "url".<br>Immediately return this expression instead of assigning it to the temporary variable "output".<br>Immediately return this expression instead of assigning it to the temporary variable "h".<br>Immediately return this expression instead of assigning it to the temporary variable "loadedTree".<br>Immediately return this expression instead of assigning it to the temporary variable "wrapper".<br>Immediately return this expression instead of assigning it to the temporary variable "nclz".<br>Immediately return this expression instead of assigning it to the temporary variable "mo".<br>Immediately return this expression instead of assigning it to the temporary variable "b".<br>Immediately return this expression instead of assigning it to the temporary variable "s".<br>Immediately return this expression instead of assigning it to the temporary variable "className".<br>Immediately return this expression instead of assigning it to the temporary variable "cloned".<br>Immediately return this expression instead of assigning it to the temporary variable "prop".<br>Immediately return this expression instead of assigning it to the temporary variable "evt".<br>Immediately return this expression instead of assigning it to the temporary variable "t".<br>Immediately return this expression instead of assigning it to the temporary variable "p1".<br>Immediately return this expression instead of assigning it to the temporary variable "attr".<br>Immediately return this expression instead of assigning it to the temporary variable "value".<br>Immediately return this expression instead of assigning it to the temporary variable "cookie".
789,7,3,3, <br>Replace this if-then-else statement by a single return statement.
790,60,3,3, <br>Remove those useless parentheses.
793,1,2,3, <br>Remove this unnecessary import: java.lang classes are always implicitly imported.
796,11,3,3, <br>Add a private constructor to hide the implicit public one.
803,58,3,3, <br>Define and throw a dedicated exception instead of using a generic one.
804,195,3,3, <br>Replace the synchronized class "StringBuffer" by an unsynchronized one such as "StringBuilder".<br>Replace the synchronized class "Stack" by an unsynchronized one such as "Deque".<br>Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".<br>Replace the synchronized class "Hashtable" by an unsynchronized one such as "HashMap".
805,3,3,3, <br>Rename field "data"<br>Rename field "PUBLISHER"<br>Rename field "ARGUMENTS"
808,114,3,3, <br>Make "result" transient or serializable.<br>Make "method" transient or serializable.<br>Make "allAvailableUsers" transient or serializable.<br>Make "rootNode" transient or serializable.<br>Make "template" transient or serializable.<br>Make "manager" transient or serializable.<br>Make "current" transient or serializable.<br>Make "file_load_recent_files" transient or serializable.<br>Make "managersInUse" transient or serializable.<br>Make "model" transient or serializable.<br>Make "controller" transient or serializable.<br>Make "cutPasteFunction" transient or serializable.<br>Make "remote_engine_start" transient or serializable.<br>Make "CURRENT" transient or serializable.<br>Make "test" transient or serializable.<br>Make "lastUsed" transient or serializable.<br>Make "listener" transient or serializable.<br>Make "files" transient or serializable.<br>Make "GRAPH" transient or serializable.<br>Make "plot" transient or serializable.<br>Make "sampleListener" transient or serializable.<br>Make "testTree" transient or serializable.<br>Make "namePanel" transient or serializable.<br>Make "testListener" transient or serializable.<br>Make "commentPanel" transient or serializable.<br>Make "sampleTable" transient or serializable.<br>Make "args" transient or serializable.<br>Make "myBorder" transient or serializable.<br>Make "engine" transient or serializable.<br>Make "visualizer" transient or serializable.<br>Make "monitor" transient or serializable.<br>Make "ROOTSAMPLE" transient or serializable.<br>Make "allUsers" transient or serializable.<br>Make "treeModel" transient or serializable.<br>Make "SOAPHeader" transient or serializable.<br>Make "occurredQ" transient or serializable.<br>Make "value" transient or serializable.<br>Make "argsPanel" transient or serializable.<br>Make "subResults" transient or serializable.<br>Make "assertionResults" transient or serializable.<br>Make "listeners" transient or serializable.<br>Make "varMap" transient or serializable.<br>Make "testListeners" transient or serializable.<br>Make "calculator" transient or serializable.<br>Make "saveConfig" transient or serializable.<br>Make "node" transient or serializable.<br>Make "sampleStore" transient or serializable.<br>Make "SAMPLE" transient or serializable.<br>Make "samples" transient or serializable.<br>Make "hosts" transient or serializable.<br>Make "MODEL" transient or serializable.<br>Make "storedValues" transient or serializable.<br>Make "remote_engine_stop" transient or serializable.<br>Make "cookieManagers" transient or serializable.<br>Make "functionMap" transient or serializable.<br>Make "parameterPanel" transient or serializable.<br>Make "propertyMap" transient or serializable.<br>Make "propMap" transient or serializable.<br>Make "data" transient or serializable.<br>Make "resultData" transient or serializable.<br>Make "functionList" transient or serializable.<br>Make "backingEngine" transient or serializable.<br>Make "timerCounter" transient or serializable.<br>Make "responseData" transient or serializable.<br>Make "remote_engine_exit" transient or serializable.<br>Make "mode" transient or serializable.<br>Make "menuBar" transient or serializable.<br>Make "threadGroup" transient or serializable.<br>Make "values" transient or serializable.
809,12,3,3, <br>Method has 12 parameters- which is greater than 7 authorized.<br>Method has 13 parameters- which is greater than 7 authorized.<br>Method has 9 parameters- which is greater than 7 authorized.<br>Method has 11 parameters- which is greater than 7 authorized.<br>Method has 8 parameters- which is greater than 7 authorized.
810,39,3,3, <br>Extract this nested try block into a separate method.
815,93,3,3, <br>Either remove or fill this block of code.
817,1,4,3, <br>Use "BigDecimal.valueOf" instead.
819,2,3,3, <br>Move this closing curly brace to the next line.
823,681,2,3, <br>Replace all tab characters in this file by sequences of white-spaces.
824,16,4,3, <br>Remove this call to "exit" or ensure it is really required.
827,16,4,3, <br>Use a logger to log this exception.
831,68,3,3, <br>At most one statement is allowed per line- but 2 statements were found on this line.
834,114,3,3, <br>Rename this local variable name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
835,87,3,3, <br>Move the "map" string literal on the left side of this string comparison.<br>Move the "ERR" string literal on the left side of this string comparison.<br>Move the "report" string literal on the left side of this string comparison.<br>Move the "string" string literal on the left side of this string comparison.<br>Move the "\\t" string literal on the left side of this string comparison.<br>Move the "chunked" string literal on the left side of this string comparison.<br>Move the "option" string literal on the left side of this string comparison.<br>Move the "=" string literal on the left side of this string comparison.<br>Move the "true" string literal on the left side of this string comparison.<br>Move the "Batch" string literal on the left side of this string comparison.<br>Move the "." string literal on the left side of this string comparison.<br>Move the "textarea" string literal on the left side of this string comparison.<br>Move the "1.0" string literal on the left side of this string comparison.<br>Move the "property" string literal on the left side of this string comparison.<br>Move the "form" string literal on the left side of this string comparison.<br>Move the "false" string literal on the left side of this string comparison.<br>Move the "_file_encoding" string literal on the left side of this string comparison.<br>Move the "thread" string literal on the left side of this string comparison.<br>Move the "0" string literal on the left side of this string comparison.<br>Move the "https" string literal on the left side of this string comparison.<br>Move the "input" string literal on the left side of this string comparison.<br>Move the "next()" string literal on the left side of this string comparison.<br>Move the "_version" string literal on the left side of this string comparison.<br>Move the "mapping" string literal on the left side of this string comparison.<br>Move the "merge" string literal on the left side of this string comparison.<br>Move the "" string literal on the left side of this string comparison.<br>Move the "Statistical" string literal on the left side of this string comparison.<br>Move the "OUT" string literal on the left side of this string comparison.<br>Move the "HTTP" string literal on the left side of this string comparison.<br>Move the "paramvalue" string literal on the left side of this string comparison.<br>Move the "OK" string literal on the left side of this string comparison.<br>Move the "paramname" string literal on the left side of this string comparison.<br>Move the "http" string literal on the left side of this string comparison.<br>Move the "select" string literal on the left side of this string comparison.<br>Move the "__StringFromFile" string literal on the left side of this string comparison.<br>Move the "Hold" string literal on the left side of this string comparison.<br>Move the "testelement" string literal on the left side of this string comparison.<br>Move the "f" string literal on the left side of this string comparison.<br>Move the "Boolean" string literal on the left side of this string comparison.<br>Move the "next" string literal on the left side of this string comparison.<br>Move the "HttpVersion" string literal on the left side of this string comparison.<br>Move the "_file_version" string literal on the left side of this string comparison.<br>Move the "HTTPS" string literal on the left side of this string comparison.<br>Move the "t" string literal on the left side of this string comparison.<br>Move the "thread_prefix" string literal on the left side of this string comparison.<br>Move the "Long" string literal on the left side of this string comparison.<br>Move the "thread_suffix" string literal on the left side of this string comparison.<br>Move the "Integer" string literal on the left side of this string comparison.<br>Move the "browse" string literal on the left side of this string comparison.<br>Move the "parameter" string literal on the left side of this string comparison.<br>Move the "collection" string literal on the left side of this string comparison.
837,20,1,3, <br>Do not forget to remove this deprecated code someday.
839,1,3,3, <br>Take the required action to fix the issue indicated by this comment.
841,231,1,3, <br>Complete the task associated to this TODO comment.
842,250,3,3, <br>Rename this field name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
844,306,3,3, <br>Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.
423,105,3,4, <br>1 duplicated blocks of code.<br>5 duplicated blocks of code.<br>19 duplicated blocks of code.<br>2 duplicated blocks of code.<br>8 duplicated blocks of code.<br>3 duplicated blocks of code.<br>4 duplicated blocks of code.
628,2,5,4, <br>This class overrides "equals()" and should therefore also override "hashCode()".
634,191,2,4, <br>Reorder the modifiers to comply with the Java Language Specification.
641,105,3,4, <br>The type of the "ACTIONS" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "dset" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "accumulators" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "tempList" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "fileData" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "iterationListeners" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "remoteListeners" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "table" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "result" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "set" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The type of the "writeFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "result" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "elements" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "ldapContexts" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "listeners" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "items" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "pres" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "compiledComponents" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "env" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "newlist" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "items" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The return type of this method should be an interface such as "Map" rather than the implementation "Hashtable".<br>The return type of this method should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "m_optionIndex" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "listPaths" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "ops" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "commands" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The type of the "MAP" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "stack" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The return type of this method should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "ldapConnections" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "MEMCACHE" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "p_stack" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "listenerSet" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The type of the "t" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "EXCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "SERVERMAP" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "mChangeListeners" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "readFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "clients" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The return type of this method should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "newRecentFiles" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "classes" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "parsers" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "urlConfigs" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "xlabels" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "sortedAttrs" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "pages" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "INCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "posts" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "list" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "header" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "sortedResults" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "al" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "client_map" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "menuItems" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "sortedVals" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "onlySubSamplerListeners" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "ht" object should be an interface such as "Map" rather than the implementation "Hashtable".
644,243,3,4, <br>Make the "logger" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "_log" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "l" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "log" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Rename the "log" logger to comply with the format "LOG(?:GER)?".<br>Rename the "logger" logger to comply with the format "LOG(?:GER)?".
645,2,3,4, <br>Make this IP "127.0.0.1" address configurable.
648,5,3,4, <br>Refactor the code in order to not assign to this loop counter from within the loop body.
649,65,3,4, <br>Introduce a new variable instead of reusing the parameter "tree".<br>Introduce a new variable instead of reusing the parameter "pos".<br>Introduce a new variable instead of reusing the parameter "file".<br>Introduce a new variable instead of reusing the parameter "areFollowingRedirect".<br>Introduce a new variable instead of reusing the parameter "node".<br>Introduce a new variable instead of reusing the parameter "current".<br>Introduce a new variable instead of reusing the parameter "selectName".<br>Introduce a new variable instead of reusing the parameter "_maxLength".<br>Introduce a new variable instead of reusing the parameter "filename".<br>Introduce a new variable instead of reusing the parameter "errorMsg".<br>Introduce a new variable instead of reusing the parameter "alias".<br>Introduce a new variable instead of reusing the parameter "reqAttr".<br>Introduce a new variable instead of reusing the parameter "logFile".<br>Introduce a new variable instead of reusing the parameter "strClassName".<br>Introduce a new variable instead of reusing the parameter "path".<br>Introduce a new variable instead of reusing the parameter "_title".<br>Introduce a new variable instead of reusing the parameter "inForm".<br>Introduce a new variable instead of reusing the parameter "className".<br>Introduce a new variable instead of reusing the parameter "name".<br>Introduce a new variable instead of reusing the parameter "res".<br>Introduce a new variable instead of reusing the parameter "label".<br>Introduce a new variable instead of reusing the parameter "jmlogfile".<br>Introduce a new variable instead of reusing the parameter "impls".<br>Introduce a new variable instead of reusing the parameter "line".<br>Introduce a new variable instead of reusing the parameter "value".<br>Introduce a new variable instead of reusing the parameter "contentEncoding".<br>Introduce a new variable instead of reusing the parameter "t".<br>Introduce a new variable instead of reusing the parameter "splittee".<br>Introduce a new variable instead of reusing the parameter "baseUrl".<br>Introduce a new variable instead of reusing the parameter "url".<br>Introduce a new variable instead of reusing the parameter "_width".<br>Introduce a new variable instead of reusing the parameter "myTarget".<br>Introduce a new variable instead of reusing the parameter "result".<br>Introduce a new variable instead of reusing the parameter "breader".<br>Introduce a new variable instead of reusing the parameter "reader".<br>Introduce a new variable instead of reusing the parameter "strPathsOrJars".<br>Introduce a new variable instead of reusing the parameter "_height".<br>Introduce a new variable instead of reusing the parameter "key".
655,1,4,4, <br>Don't try to be smarter than the JVM- remove this call to run the garbage collector.
660,1,4,4, <br>Override "equals(Object obj)" to comply with the contract of the "compareTo(T o)" method.
665,195,2,4, <br>Move this constructor to comply with Java Code Conventions.<br>Move this variable to comply with Java Code Conventions.
667,2,2,4, <br>Move constants to a class or enum.
673,6,3,4, <br>Make className a static final constant or non-public and provide accessors if needed.<br>Make BINDNAME a static final constant or non-public and provide accessors if needed.<br>Make reinterpolated a static final constant or non-public and provide accessors if needed.<br>Make DEFAULT_REFRESH_PERIOD a static final constant or non-public and provide accessors if needed.<br>Make label a static final constant or non-public and provide accessors if needed.<br>Make DEFAULT_NUMBER_OF_NODES a static final constant or non-public and provide accessors if needed.
677,2,3,4, <br>Identical sub-expressions on both sides of operator "||"
680,62,2,4, <br>Define a constant instead of duplicating this literal "  URI:    :" 3 times.<br>Define a constant instead of duplicating this literal "<actual file content- not shown here>" 3 times.<br>Define a constant instead of duplicating this literal "Problem retrieving gui" 4 times.<br>Define a constant instead of duplicating this literal "Value must not be null" 3 times.<br>Define a constant instead of duplicating this literal "Error processing logging config " 6 times.<br>Define a constant instead of duplicating this literal "error on (" 4 times.<br>Define a constant instead of duplicating this literal "------------------------------" 3 times.<br>Define a constant instead of duplicating this literal "no icon for " 3 times.<br>Define a constant instead of duplicating this literal "remote_start_all" 3 times.<br>Define a constant instead of duplicating this literal "http.proxyHost" 3 times.<br>Define a constant instead of duplicating this literal "Error parsing function: " 3 times.<br>Define a constant instead of duplicating this literal "property" 7 times.<br>Define a constant instead of duplicating this literal "Beanshell Interpreter not found" 3 times.<br>Define a constant instead of duplicating this literal ": class is not found" 3 times.<br>Define a constant instead of duplicating this literal "Problem retrieving gui for " 4 times.<br>Define a constant instead of duplicating this literal "**Parsing Warning**\n" 3 times.<br>Define a constant instead of duplicating this literal "baseobj" 4 times.<br>Define a constant instead of duplicating this literal "Matched!" 3 times.<br>Define a constant instead of duplicating this literal "jms_request" 4 times.<br>Define a constant instead of duplicating this literal "propType" 3 times.<br>Define a constant instead of duplicating this literal "Search" 3 times.<br>Define a constant instead of duplicating this literal "Can't register a converter: " 7 times.<br>Define a constant instead of duplicating this literal "Invalid call sequence" 5 times.<br>Define a constant instead of duplicating this literal "Type=" 3 times.<br>Define a constant instead of duplicating this literal "UTF-8" 7 times.<br>Define a constant instead of duplicating this literal "Can't instantiate BeanShell" 4 times.<br>Define a constant instead of duplicating this literal "Header count=" 3 times.<br>Define a constant instead of duplicating this literal "view_results_tab_response" 3 times.<br>Define a constant instead of duplicating this literal "Error processing Javascript" 3 times.<br>Define a constant instead of duplicating this literal "  line:    " 3 times.<br>Define a constant instead of duplicating this literal "-------------------------------\n" 3 times.<br>Define a constant instead of duplicating this literal "Problem reading JTL file: " 3 times.<br>Define a constant instead of duplicating this literal "property" 4 times.<br>Define a constant instead of duplicating this literal "This should never happen." 3 times.<br>Define a constant instead of duplicating this literal "Modify" 3 times.<br>Define a constant instead of duplicating this literal "attributes" 5 times.<br>Define a constant instead of duplicating this literal "text/xml" 3 times.<br>Define a constant instead of duplicating this literal "binddn" 3 times.<br>Define a constant instead of duplicating this literal "collection" 3 times.<br>Define a constant instead of duplicating this literal "class" 3 times.<br>Define a constant instead of duplicating this literal "' at line " 3 times.<br>Define a constant instead of duplicating this literal "UTF-8" 4 times.<br>Define a constant instead of duplicating this literal "JMeter Save Service" 3 times.<br>Define a constant instead of duplicating this literal "Error loading class " 10 times.<br>Define a constant instead of duplicating this literal "Speed (cps) <= 0" 3 times.<br>Define a constant instead of duplicating this literal "Not Applicable" 3 times.<br>Define a constant instead of duplicating this literal "  Message: " 3 times.<br>Define a constant instead of duplicating this literal "[\"']" 4 times.<br>Define a constant instead of duplicating this literal "entrydn" 3 times.<br>Define a constant instead of duplicating this literal "testelement" 4 times.<br>Define a constant instead of duplicating this literal "Delete" 3 times.<br>Define a constant instead of duplicating this literal " superseded by " 4 times.<br>Define a constant instead of duplicating this literal "http.proxyPort" 3 times.<br>Define a constant instead of duplicating this literal "browse" 3 times.<br>Define a constant instead of duplicating this literal " called with wrong number of parameters. Actual: " 3 times.<br>Define a constant instead of duplicating this literal "view_results_tab_request" 3 times.<br>Define a constant instead of duplicating this literal "Look and Feel unavailable:" 4 times.
682,2,3,4, <br>Extend "java.lang.Exception" or one of its subclasses.
683,350,3,4, <br>This block of commented-out lines of code should be removed.
686,54,2,4, <br>Move the array designator from the variable to the type.
687,4,3,4, <br>Extract this nested code block into a method.
689,3,4,4, <br>Make this array "private".
690,3,4,4, <br>This loop's stop condition tests "hasNext()" but the incrementer updates "i".
697,1,2,4, <br>Replace this "switch" statement by "if" statements to increase readability.
699,91,3,4, <br>Replace this usage of System.out or System.err by a logger.
700,4,3,4, <br>Cast one of the operands of this substraction operation to a "float".<br>Cast one of the operands of this multiplication operation to a "long".<br>Cast one of the operands of this division operation to a "long".
704,4,4,4, <br>Remove this hard-coded password.
705,4,3,4, <br>Extract the assignment out of this expression.
708,12,3,4, <br>Refactor this method to throw at most one checked exception instead of: java.rmi.RemoteException- .<br>Refactor this method to throw at most one checked exception instead of: java.net.MalformedURLException- java.io.IOException<br>Refactor this method to throw at most one checked exception instead of: org.xml.sax.SAXException- java.io.IOException- .<br>Refactor this method to throw at most one checked exception instead of: org.xml.sax.SAXException- java.io.IOException<br>Refactor this method to throw at most one checked exception instead of: javax.xml.parsers.ParserConfigurationException- org.xml.sax.SAXException- java.io.IOException- .<br>Refactor this method to throw at most one checked exception instead of: java.lang.InstantiationException- java.lang.IllegalAccessException<br>Refactor this method to throw at most one checked exception instead of: java.lang.Exception- .<br>Refactor this method to throw at most one checked exception instead of: java.net.MalformedURLException- java.io.IOException- java.net.ProtocolException
709,11,3,4, <br>Reduce the total number of break and continue statement in this loop to use at most one.
710,494,3,4, <br>Add the "@Override" annotation above this method signature
715,32,3,4, <br>Add the missing @Deprecated annotation.
720,9,4,4, <br>Either remove this useless object instantiation of class "RemoteJMeterEngineImpl" or use it<br>Either remove this useless object instantiation of class "Integer" or use it<br>Either remove this useless object instantiation of class "FocusRequester" or use it
726,4,3,4, <br>Make this "savedCause" field final.
727,342,3,4, <br>Either log or rethrow this exception.
729,20,3,4, <br>Return an empty collection instead of null.<br>Return an empty array instead of null.
733,16,3,4, <br>Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
