title,rework,severity,project,description
842,20,3,4,<br>Rename this field name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
844,20,3,4,<br>Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.
423,300,3,5,<br>5 duplicated blocks of code.
423,180,3,5,<br>3 duplicated blocks of code.
423,360,3,5,<br>6 duplicated blocks of code.
423,840,3,5,<br>14 duplicated blocks of code.
423,240,3,5,<br>4 duplicated blocks of code.
423,120,3,5,<br>2 duplicated blocks of code.
423,480,3,5,<br>8 duplicated blocks of code.
423,60,3,5,<br>1 duplicated blocks of code.
628,30,5,5,<br>This class overrides "equals()" and should therefore also override "hashCode()".
634,10,2,5,<br>Reorder the modifiers to comply with the Java Language Specification.
641,10,3,5,<br>The type of the "table" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "dset" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The return type of this method should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "env" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "listPaths" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "MEMCACHE" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "items" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "result" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "items" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "stack" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "p_stack" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "elements" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "sortedAttrs" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "result" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "xlabels" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "onlySubSamplerListeners" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "al" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "tempList" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The return type of this method should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "writeFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "EXCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "ldapContexts" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "newlist" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "pres" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The return type of this method should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "t" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "newRecentFiles" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "parsers" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "header" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "compiledComponents" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "sortedResults" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "client_map" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "fileData" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "urlConfigs" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "accumulators" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "set" object should be an interface such as "Set" rather than the implementation "HashSet".
641,10,3,5,<br>The type of the "commands" object should be an interface such as "Set" rather than the implementation "HashSet".
641,10,3,5,<br>The type of the "readFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "classes" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "ht" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "iterationListeners" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The return type of this method should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "posts" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "list" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "serverPanelMap" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "ldapConnections" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "partlist" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "listenerSet" object should be an interface such as "Set" rather than the implementation "HashSet".
641,10,3,5,<br>The type of the "pages" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "INCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "sortedVals" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "ACTIONS" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "m_optionIndex" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,5,<br>The type of the "clients" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "mChangeListeners" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,5,<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "SERVERMAP" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "menuItems" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,5,<br>The type of the "serverListMap" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,5,<br>The type of the "ops" object should be an interface such as "List" rather than the implementation "ArrayList".
644,5,3,5,<br>Rename the "logger" logger to comply with the format "LOG(?:GER)?".
644,5,3,5,<br>Make the "_log" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,5,<br>Make the "log" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,5,<br>Make the "l" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,5,<br>Make the "logger" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,5,<br>Rename the "log" logger to comply with the format "LOG(?:GER)?".
645,30,3,5,<br>Make this IP "127.0.0.1" address configurable.
648,30,3,5,<br>Refactor the code in order to not assign to this loop counter from within the loop body.
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "t".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "file".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "inForm".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "reader".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "logFile".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "current".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "baseUrl".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "jmlogfile".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "name".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "errorMsg".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "value".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "alias".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "filename".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "res".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "strClassName".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "url".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "line".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "_title".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "myTarget".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "reqAttr".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "strPathsOrJars".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "selectName".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "result".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "areFollowingRedirect".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "contentEncoding".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "tree".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "className".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "label".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "path".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "_width".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "splittee".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "node".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "_height".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "pos".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "impls".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "_maxLength".
649,5,3,5,<br>Introduce a new variable instead of reusing the parameter "breader".
655,30,4,5,<br>Don't try to be smarter than the JVM- remove this call to run the garbage collector.
660,30,4,5,<br>Override "equals(Object obj)" to comply with the contract of the "compareTo(T o)" method.
665,1,2,5,<br>Move this variable to comply with Java Code Conventions.
665,1,2,5,<br>Move this constructor to comply with Java Code Conventions.
667,20,2,5,<br>Move constants to a class or enum.
673,10,3,5,<br>Make reinterpolated a static final constant or non-public and provide accessors if needed.
673,10,3,5,<br>Make DEFAULT_NUMBER_OF_NODES a static final constant or non-public and provide accessors if needed.
673,10,3,5,<br>Make BINDNAME a static final constant or non-public and provide accessors if needed.
673,10,3,5,<br>Make DEFAULT_REFRESH_PERIOD a static final constant or non-public and provide accessors if needed.
677,2,3,5,<br>Identical sub-expressions on both sides of operator "||"
680,10,2,5,<br>Define a constant instead of duplicating this literal "view_results_tab_request" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "This should never happen." 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "**Parsing Warning**\n" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Value must not be null" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "searchresults" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Error parsing function: " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Error processing Javascript" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "binddn" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Can't register a converter: " 7 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "http.proxyHost" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "attributes" 5 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "browse" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Delete" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal " called with wrong number of parameters. Actual: " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Not Applicable" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "jms_request" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Error processing logging config " 6 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "no icon for " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "remote_start_all" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "------------------------------" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Failed to set timeout: " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Error loading class " 10 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "propType" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal " superseded by " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal ": class is not found" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Error" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Invalid call sequence" 5 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "entrydn" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "  Message: " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Search" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Can't instantiate BeanShell" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Look and Feel unavailable:" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "testelement" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "[\"']" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "class" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "  line:    " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Problem reading JTL file: " 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Header count=" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "  URI:    :" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "property" 7 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "JMeter Save Service" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "' at line " 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "collection" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Type=" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Problem retrieving gui for " 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Matched!" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Problem retrieving gui" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Beanshell Interpreter not found" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "error on (" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "property" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Speed (cps) <= 0" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Problem creating image file" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "view_results_tab_response" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "baseobj" 4 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "<actual file content- not shown here>" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "-------------------------------\n" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "Modify" 3 times.
680,10,2,5,<br>Define a constant instead of duplicating this literal "http.proxyPort" 3 times.
682,10,3,5,<br>Extend "java.lang.Exception" or one of its subclasses.
683,60,3,5,<br>This block of commented-out lines of code should be removed.
686,5,2,5,<br>Move the array designator from the variable to the type.
687,10,3,5,<br>Extract this nested code block into a method.
689,,4,5,<br>Make this array "private".
690,20,4,5,<br>This loop's stop condition tests "hasNext()" but the incrementer updates "i".
697,10,2,5,<br>Replace this "switch" statement by "if" statements to increase readability.
699,10,3,5,<br>Replace this usage of System.out or System.err by a logger.
700,5,3,5,<br>Cast one of the operands of this division operation to a "long".
700,5,3,5,<br>Cast one of the operands of this multiplication operation to a "long".
700,5,3,5,<br>Cast one of the operands of this substraction operation to a "float".
704,30,4,5,<br>Remove this hard-coded password.
705,10,3,5,<br>Extract the assignment out of this expression.
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: java.net.MalformedURLException- java.io.IOException
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: java.net.MalformedURLException- java.io.IOException- java.net.ProtocolException
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: javax.xml.parsers.ParserConfigurationException- org.xml.sax.SAXException- java.io.IOException- .
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: org.xml.sax.SAXException- java.io.IOException
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: java.lang.Exception- .
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: java.lang.InstantiationException- java.lang.IllegalAccessException
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: java.rmi.RemoteException- .
708,20,3,5,<br>Refactor this method to throw at most one checked exception instead of: org.xml.sax.SAXException- java.io.IOException- .
709,30,3,5,<br>Reduce the total number of break and continue statement in this loop to use at most one.
710,5,3,5,<br>Add the "@Override" annotation above this method signature
715,10,3,5,<br>Add the missing @Deprecated annotation.
720,5,4,5,<br>Either remove this useless object instantiation of class "Integer" or use it
720,5,4,5,<br>Either remove this useless object instantiation of class "FocusRequester" or use it
726,30,3,5,<br>Make this "savedCause" field final.
727,10,3,5,<br>Either log or rethrow this exception.
729,60,3,5,<br>Return an empty array instead of null.
729,60,3,5,<br>Return an empty collection instead of null.
733,10,3,5,<br>Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
734,10,3,5,<br>The Cyclomatic Complexity of this method "addFile" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "compileString" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setAsText" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "runTest" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 20 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parseNodes" is 23 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "replaceValues" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getDate" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parse" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "createContext" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "jacobi" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "init" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "process" is 23 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getUrl" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "start" is 21 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setConnectionHeaders" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "addCookieFromHeader" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "insertLoadedTree" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sampleOccurred" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "convert" is 31 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "resultProcessing" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 18 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parseArguments" is 21 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getEncodingFromContentType" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getResult" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "makeFunction" is 17 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setHeaders" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "loadProjectFile" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "initializeProperties" is 31 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setHeaders" is 24 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "hashCode" is 30 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parse" is 20 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "actionPerformed" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getChar" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getInitialContext" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "csvReadFile" is 27 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "construct" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "runNonGui" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "canAddTo" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "init" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getAuthForURL" is 16 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "checkFunctors" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "createDefaultValue" is 48 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "scanNodes" is 24 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parseParams" is 23 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "startElement" is 53 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getValue" is 20 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "run" is 19 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sortData" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "describeOptions" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 24 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "readResponse" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "parseNodes" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "doCreateMethod" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getIcon" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "convertSubTree" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 31 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "initializeProperties" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "populateCommandMap" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setAttributes" is 18 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "add" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "checkAssertions" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getEmbeddedResourceURLs" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "doAction" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "isValidValue" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sampleWithParser" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "findApplicableElements" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "massageResponseHeaders" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "canAddTo" is 21 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "initProps" is 17 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "setupConnection" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sampleOccurred" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getFailText" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "loadExistingFile" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "run" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 25 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "drawSample" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "filterContentType" is 23 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getValue" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "valueChanged" is 21 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "threadStarted" is 19 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "doAction" is 20 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "calculateStatus" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "resultToDelimitedString" is 34 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sample" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "createTestElement" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "createPopupMenu" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "load" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "sendPostData" is 39 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "initializeMenus" is 20 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "actionPerformed" is 19 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getClassInstance" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "process" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "readResponse" is 11 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "run" is 17 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getValueAt" is 12 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "getMenuCategories" is 14 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "shouldSerializeMember" is 19 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "recurseForm" is 15 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "actionPerformed" is 18 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "makeResultFromDelimitedString" is 30 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "Functor" is 13 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "evaluateResponse" is 25 which is greater than 10 authorized.
734,10,3,5,<br>The Cyclomatic Complexity of this method "process_sampler" is 24 which is greater than 10 authorized.
