title,amount,severity,project,description
734,224,3,23, <br>The Cyclomatic Complexity of this method "equals" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parseFirstLine" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "equals" is 41 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "cleanURL" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getResult" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getResult" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readTemplates" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getBlankProperty" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "run" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "generateNext" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "makeFunction" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "performAction" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "messageResponseHeaders" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createContext" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "downloadPageResources" is 32 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getFileWriter" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "handle" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setupHttpEntityEnclosingRequestData" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "head" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setArgument" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "placeSampler" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "convert" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getAuthForURL" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "tag" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setConnectionHeaders" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "startProxy" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "searchInNode" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isValidValue" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "loadProjectFile" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setupTabPane" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "promptToOpenFile" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "run" is 36 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "runTest" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "loadIncludedElements" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setAttributes" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readResponse" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "checkAssertions" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "putValuesForXPathInListUsingSaxon" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "load" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "extractContent" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "split" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "handleError" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addNode" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "shouldSerializeMember" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getIpSourceAddress" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "canAddTo" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setupClient" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "threadStarted" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "importData" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sendEntityData" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "followRedirects" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getOnErrorSetting" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getEncodingFromContentType" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doAction" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createServerSocket" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "execute" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "merge" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sampleWithParser" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setRunning" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sampleOccurred" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setupConnection" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getFailText" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addFile" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getValue" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getInstance" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "executeSamplePackage" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "requestLookup" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "run" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "verifySignature" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 25 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getChar" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getResStringDefault" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setValue" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "initializeTestObject" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "resultProcessing" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "equals" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "lookupContext" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "trimLastLine" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "export" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "Functor" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createHttpRequest" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "resultSetsToString" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doAssert" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "convertSubTree" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "validateAttributes" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isPriorityEnabled" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getClassInstance" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getUrl" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setSamplerResult" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setHeaders" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "drawSample" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isAnchorMatched" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "writeAndSendMetrics" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createPopupMenu" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processSampler" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parseArguments" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "configure" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "makeResultFromDelimitedString" is 36 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "runNonGui" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "load" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "delay" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "canImport" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setHeaders" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "buildMessage" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addFile" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parse" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doAction" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "drawSample" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isResource" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "reserveFile" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readResponse" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "popupCheckExistingFileListener" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setupConnection" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "computeFromPostBody" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findApplicableElements" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getPriorityForName" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setCache" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getValueAt" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "populateCommandMap" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getGUIComponent" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doAction" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "initializeProperties" is 38 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "openFile" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "updateGui" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "ReportGenerator" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 26 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "putValuesForXPathInList" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getMethodNames" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setArguments" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "ModuleControllerGui" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "compileString" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "insertLoadedTree" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "logDetails" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "prepare" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processFileOrScript" is 24 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 33 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "computeAssertionResult" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parse" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "initProps" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addNode" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doAction" is 30 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doCreateMethod" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sample" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "updateGui" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "main" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "testEnded" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "execute" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "retrieveItem" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "scanNodes" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "add" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getValueAsObject" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "filterContentType" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "execute" is 34 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createDefaultValue" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addCookieFromHeader" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "initDynamicKeyStore" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "buildTreeNodeModel" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "execute" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "sortData" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getEntry" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "recurseForm" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getReader" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getEmbeddedResourceURLs" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "addKeyData" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "removeSlashDotDot" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "deliverSampler" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parseParams" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "add" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getInstance" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createAuthorization" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setAsText" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getStringFromResultSet" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "execute" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getPrimitive" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getSocket" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getSSLSocketFactory" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "evaluateResponse" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getIcon" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "SampleMetadata" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "checkResult" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "resultToDelimitedString" is 25 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "newInstance" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "runTest" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "modifyTestElement" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "checkFunctors" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "dumpHeap0" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getImplementation" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "start" is 29 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "hashCode" is 33 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "canSafelyWriteToFolder" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "run" is 25 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "iterationStart" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "keyPressed" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "GenericTestBeanCustomizer" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "describeOptions" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "subtractNode" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "process" is 29 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "csvReadFile" is 28 which is greater than 10 authorized.
736,23,3,23, <br>Reduce this switch case number of lines from 10 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 23 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 8 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 22 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 33 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 6 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 21 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 53 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 14 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 13 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 9 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 86 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 20 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 12 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 7 to at most 5- for example by extracting code into methods.
738,269,2,23, <br>Refactor this code to not nest more than 3 if/for/while/switch/try statements.
740,1,3,23, <br>Refactor the code to remove this label and the need for it.
741,15,3,23, <br>Use isEmpty() to check whether the collection is empty or not.
747,6,3,23, <br>Use super.clone() to create and seed the cloned instance to be returned.
751,19,3,23, <br>Rename "firstLine" which hides the field declared at line 85.<br>Rename "paneParsed" which hides the field declared at line 74.<br>Rename "base" which hides the field declared at line 54.<br>Rename "stop" which hides the field declared at line 217.<br>Rename "option" which hides the field declared at line 94.<br>Rename "xstream" which hides the field declared at line 59.<br>Rename "index" which hides the field declared at line 48.<br>Rename "data" which hides the field declared at line 61.<br>Rename "model" which hides the field declared at line 205.<br>Rename "dataSource" which hides the field declared at line 46.<br>Rename "pattern" which hides the field declared at line 278.<br>Rename "cacheKey" which hides the field declared at line 67.<br>Rename "secondary" which hides the field declared at line 55.<br>Rename "transactionIsolation" which hides the field declared at line 56.<br>Rename "arguments" which hides the field declared at line 40.<br>Rename "count" which hides the field declared at line 51.
753,28,2,23, <br>Remove this method to simply inherit it.
755,70,3,23, <br>Add a nested comment explaining why this method is empty- throw an UnsupportedOperationException or complete the implementation.
758,37,3,23, <br>Merge this if statement with the enclosing one.
760,17,3,23, <br>Reduce the number of conditional operators (5) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (6) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (4) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (7) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (30) used in the expression (maximum allowed 3).
761,11,3,23, <br>Reduce this anonymous class number of lines from 21 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 36 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 27 to at most 20- or make it a named class.<br>Reduce this lambda expression number of lines from 22 to at most 20.<br>Reduce this anonymous class number of lines from 45 to at most 20- or make it a named class.<br>Reduce this lambda expression number of lines from 30 to at most 20.<br>Reduce this anonymous class number of lines from 22 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 41 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 32 to at most 20- or make it a named class.<br>Reduce this lambda expression number of lines from 27 to at most 20.
769,1,3,23, <br>Make this final field static too.
770,1,3,23, <br>Move the contents of this initializer to a standard constructor or to field initializers.
771,22,3,23, <br>Remove the unused method parameter(s) "e".<br>Remove the unused method parameter(s) "result".<br>Remove the unused method parameter(s) "keyType-issuers".<br>Remove the unused method parameter(s) "actionEvent".<br>Remove the unused method parameter(s) "host-port-localAddress-localPort-timeout".<br>Remove the unused method parameter(s) "o".<br>Remove the unused method parameter(s) "firstRow-endRow-deleted-inserted".<br>Remove the unused method parameter(s) "offset".<br>Remove the unused method parameter(s) "group".<br>Remove the unused method parameter(s) "columnsMsgParameters".<br>Remove the unused method parameter(s) "htmlContent".<br>Remove the unused method parameter(s) "evt".<br>Remove the unused method parameter(s) "anEvent".<br>Remove the unused method parameter(s) "row-column-columnsMsgParameters".<br>Remove the unused method parameter(s) "jMeterVariables".<br>Remove the unused method parameter(s) "pageEncodings-formEncodings".<br>Remove the unused method parameter(s) "initial".<br>Remove the unused method parameter(s) "existingFileName".
774,3,3,23, <br>The Cyclomatic Complexity of this class is 290 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 258 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 361 which is greater than 200 authorized.
775,3,2,23, <br>Remove the parentheses around the "r" parameter<br>Remove the parentheses around the "row" parameter<br>Remove the parentheses around the "guiInstance" parameter
777,1,3,23, <br>Make this finalize() method protected.
781,3,3,23, <br>Remove this unused "fis" local variable.<br>Remove this unused "i" local variable.
785,2,4,23, <br>Equality tests should not be made with floating point values.
788,14,2,23, <br>Immediately return this expression instead of assigning it to the temporary variable "msg".<br>Immediately return this expression instead of assigning it to the temporary variable "evt".<br>Immediately return this expression instead of assigning it to the temporary variable "p1".<br>Immediately return this expression instead of assigning it to the temporary variable "propertyValue".<br>Immediately return this expression instead of assigning it to the temporary variable "rval".<br>Immediately return this expression instead of assigning it to the temporary variable "attr".<br>Immediately return this expression instead of assigning it to the temporary variable "nodes".<br>Immediately return this expression instead of assigning it to the temporary variable "topValue".<br>Immediately return this expression instead of assigning it to the temporary variable "prop".<br>Immediately return this expression instead of assigning it to the temporary variable "cookie".<br>Immediately return this expression instead of assigning it to the temporary variable "up".
792,1,2,23, <br>Remove this unnecessary cast to "Class[]".
796,31,3,23, <br>Add a private constructor to hide the implicit public one.<br>Hide this public constructor.
803,71,3,23, <br>Define and throw a dedicated exception instead of using a generic one.
804,16,3,23, <br>Replace the synchronized class "Stack" by an unsynchronized one such as "Deque".<br>Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".<br>Replace the synchronized class "Hashtable" by an unsynchronized one such as "HashMap".
805,5,3,23, <br>Rename field "RESTART"<br>Rename field "data"<br>Rename field "ARGUMENTS"<br>Rename field "templates"<br>Rename field "nanoOffset"
808,115,3,23, <br>Make "result" transient or serializable.<br>Make "method" transient or serializable.<br>Make "remoteEngineShut" transient or serializable.<br>Make "decoratedSender" transient or serializable.<br>Make "lastSearchResult" transient or serializable.<br>Make "jMeterVariables" transient or serializable.<br>Make "templateList" transient or serializable.<br>Make "domain" transient or serializable.<br>Make "m_priority" transient or serializable.<br>Make "lastUsed" transient or serializable.<br>Make "listener" transient or serializable.<br>Make "files" transient or serializable.<br>Make "subjects" transient or serializable.<br>Make "map" transient or serializable.<br>Make "testListener" transient or serializable.<br>Make "resultTextArea" transient or serializable.<br>Make "path" transient or serializable.<br>Make "sampleTable" transient or serializable.<br>Make "args" transient or serializable.<br>Make "myBorder" transient or serializable.<br>Make "fileLoadRecentFiles" transient or serializable.<br>Make "kerberosManager" transient or serializable.<br>Make "removeButtons" transient or serializable.<br>Make "pointShape" transient or serializable.<br>Make "tree" transient or serializable.<br>Make "treeState" transient or serializable.<br>Make "value" transient or serializable.<br>Make "headerFields" transient or serializable.<br>Make "future" transient or serializable.<br>Make "object" transient or serializable.<br>Make "yPoints" transient or serializable.<br>Make "argsPanel" transient or serializable.<br>Make "cache" transient or serializable.<br>Make "item" transient or serializable.<br>Make "subResults" transient or serializable.<br>Make "assertionResults" transient or serializable.<br>Make "securitySettingsPanel" transient or serializable.<br>Make "listeners" transient or serializable.<br>Make "varMap" transient or serializable.<br>Make "saveConfig" transient or serializable.<br>Make "beanInfo" transient or serializable.<br>Make "sampleStore" transient or serializable.<br>Make "SAMPLE" transient or serializable.<br>Make "text" transient or serializable.<br>Make "xPoints" transient or serializable.<br>Make "nodesForRemoval" transient or serializable.<br>Make "xpath" transient or serializable.<br>Make "LOCK" transient or serializable.<br>Make "helpDoc" transient or serializable.<br>Make "level" transient or serializable.<br>Make "remoteEngineExit" transient or serializable.<br>Make "cookieManagers" transient or serializable.<br>Make "renderers" transient or serializable.<br>Make "m_contextMap" transient or serializable.<br>Make "previous" transient or serializable.<br>Make "parameterPanel" transient or serializable.<br>Make "propertyMap" transient or serializable.<br>Make "propMap" transient or serializable.<br>Make "data" transient or serializable.<br>Make "port" transient or serializable.<br>Make "functionList" transient or serializable.<br>Make "remoteEngineStop" transient or serializable.<br>Make "menuCreators" transient or serializable.<br>Make "responseData" transient or serializable.<br>Make "contentEncoding" transient or serializable.<br>Make "postBodyContent" transient or serializable.<br>Make "stringsToSkip" transient or serializable.<br>Make "loader" transient or serializable.<br>Make "jmsProperties" transient or serializable.<br>Make "summariser" transient or serializable.<br>Make "events" transient or serializable.<br>Make "rootNode" transient or serializable.<br>Make "tableModel" transient or serializable.<br>Make "protocol" transient or serializable.<br>Make "manager" transient or serializable.<br>Make "searchTF" transient or serializable.<br>Make "state" transient or serializable.<br>Make "remoteEngineStart" transient or serializable.<br>Make "recorderGui" transient or serializable.<br>Make "managersInUse" transient or serializable.<br>Make "model" transient or serializable.<br>Make "cutPasteFunction" transient or serializable.<br>Make "icon" transient or serializable.<br>Make "header" transient or serializable.<br>Make "filesPanel" transient or serializable.<br>Make "extractor" transient or serializable.<br>Make "enableListener" transient or serializable.<br>Make "sampleListener" transient or serializable.<br>Make "namePanel" transient or serializable.<br>Make "commentPanel" transient or serializable.<br>Make "valueTA" transient or serializable.<br>Make "sender" transient or serializable.<br>Make "binary" transient or serializable.<br>Make "testLogicalAction" transient or serializable.<br>Make "variablesTextArea" transient or serializable.<br>Make "replaceTF" transient or serializable.
809,20,3,23, <br>Method has 13 parameters- which is greater than 7 authorized.<br>Method has 12 parameters- which is greater than 7 authorized.<br>Method has 10 parameters- which is greater than 7 authorized.<br>Method has 8 parameters- which is greater than 7 authorized.<br>Method has 11 parameters- which is greater than 7 authorized.<br>Method has 9 parameters- which is greater than 7 authorized.
810,46,3,23, <br>Extract this nested try block into a separate method.
815,16,3,23, <br>Either remove or fill this block of code.
819,22,3,23, <br>Move this closing curly brace to the next line.
824,4,4,23, <br>Remove this call to "exit" or ensure it is really required.
827,4,4,23, <br>Use a logger to log this exception.
831,5,3,23, <br>At most one statement is allowed per line- but 2 statements were found on this line.
832,3,5,23, <br>"@" is not available at runtime and cannot be seen with reflection.
